ObjectName;FieldName;Type;Properties;Description
ContactPointAddress;BestTimeToContactEndTime;time;Create, Filter, Nillable, Sort, Update;The latest time to contact the individual.
ContactPointAddress;BestTimeToContactStartTime;time;Create, Filter, Nillable, Sort, Update;The earliest time to contact the individual.
ContactPointAddress;BestTimeToContactTimezone;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;The timezone applied to the best time to contact the individual.
ContactPointAddress;City;string;Create, Filter, Group, Nillable, Sort, Update;The address city.
ContactPointAddress;ContactPointPhoneId;reference;Create, Filter, Group, Nillable, Sort, Update;Represents the primary phone number associated with this address.
ContactPointAddress;Country;string;Create, Filter, Group, Nillable, Sort, Update;The address country.
ContactPointAddress;GeocodeAccuracy;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;The level of accuracy of a location’s geographical coordinates compared with its physical address. A geocoding service typically provides this value based on the address’s latitude and longitude coordinates. Possible values are: Address Block City County ExtendedZip NearAddress Neighborhood State Street Unknown Zip
ContactPointAddress;IsDefault;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether a contact’s address is the preferred method of communication (true) or not (false). The default value is false.
ContactPointAddress;IsPrimary;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether a contact’s address is their primary address (true) or not (false). The default value is false.
ContactPointAddress;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last referenced a record related to this record.
ContactPointAddress;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, it’s possible that this record was referenced (LastReferencedDate) and not viewed.
ContactPointAddress;Latitude;double;Create, Filter, Nillable, Sort, Update;Used with Longitude to specify the precise geolocation of the address. Acceptable values are numbers between –90 and 90 with up to 15 decimal places.
ContactPointAddress;Longitude;double;Create, Filter, Nillable, Sort, Update;Used with Latitude to specify the precise geolocation of the address. Acceptable values are numbers between –180 and 180 with up to 15 decimal places.
ContactPointAddress;Name;string;Create, Filter, Group, idLookup, Sort, Update;The name of the contact.
ContactPointAddress;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The ID of the account’s owner associated with this contact.
ContactPointAddress;ParentId;reference;Create, Filter, Group, Nillable, Sort, Update;The ID of the contact’s parent record. Only an individual or account can be a contact’s parent.
ContactPointAddress;PostalCode;string;Create, Filter, Group, Nillable, Sort, Update;The address postal code.
ContactPointAddress;State;string;Create, Filter, Group, Nillable, Sort, Update;The address state.
ContactPointAddress;Street;textarea;Create, Filter, Group, Nillable, Sort, Update;The address street.
ContactPointAddress;UsageType;picklist;Create, Filter, Group, Nillable, Sort, Update;Specify the usage type of this address. For instance, whether it’s a work address or a home address. Possible values are: Home Temp Work
ContactPointConsent;CaptureContactPointType;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Required. Indicates how you captured consent. Possible values are: Email MailingAddress Phone Social Web
ContactPointConsent;CaptureDate;dateTime;Create, Filter, Nillable, Sort, Update;Required. Date when consent was captured.
ContactPointConsent;CaptureSource;string;Create, Filter, Group, Nillable, Sort, Update;Required. Indicates how you captured consent. For example, a website or online form.
ContactPointConsent;ContactPointId;reference;Create, Filter, Group, Sort, Update;ID of the contact point record through which the customer is consenting to be contacted.
ContactPointConsent;DataUsePurposeId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the data use purpose record that you want to associate this consent with.
ContactPointConsent;DoubleConsentCaptureDate;dateTime;Create, Filter, Nillable, Sort, Update;Date when double opt-in was captured.
ContactPointConsent;EffectiveFrom;dateTime;Create, Filter, Nillable, Sort, Update;Date when consents starts.
ContactPointConsent;EffectiveTo;dateTime;Create, Filter, Nillable, Sort, Update;Date when consent ends.
ContactPointConsent;EngagementChannelTypeId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the engagement channel record through which the customer is consenting to be contacted.
ContactPointConsent;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record.
ContactPointConsent;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, it’s possible that this record was referenced (LastReferencedDate) and not viewed.
ContactPointConsent;Name;string;Create, Filter, Group, idLookup, Sort, Update;Name of the contact point type consent record.
ContactPointConsent;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;ID of the account owner associated with this customer.
ContactPointConsent;PrivacyConsentStatus;picklist;Create, Defaulted on create, Filter, Group, Restricted picklist, Sort, Update;Required. Identifies whether the individual or person account associated with this record agrees to this form of contact. Possible values are: NotSeen OptIn OptOut Seen
ContactPointEmail;ActiveFromDate;date;Create, Filter, Group, Nillable, Sort, Update;The date when the contact’s email became active.
ContactPointEmail;ActiveToDate;date;Create, Filter, Group, Nillable, Sort, Update;The date when the contact’s email is no longer active.
ContactPointEmail;BestTimeToContactEndTime;time;Create, Filter, Nillable, Sort, Update;The latest time to contact the individual.
ContactPointEmail;BestTimeToContactStartTime;time;Create, Filter, Nillable, Sort, Update;The earliest time to contact the individual.
ContactPointEmail;BestTimeToContactTimezone;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;The timezone applied to the best time to contact the individual.
ContactPointEmail;EmailAddress;email;Create, Filter, Group, Sort, Update;Required. The email address of the contact.
ContactPointEmail;EmailDomain;string;Create, Filter, Group, Nillable, Sort, Update;The domain of the contact’s email, which is everything after the @ sign.
ContactPointEmail;EmailLatestBounceDateTime;dateTime;Create, Filter, Nillable, Sort, Update;The date and time when an email failed to reach its recipient.
ContactPointEmail;EmailLatestBounceReasonText;string;Create, Filter, Group, Nillable, Sort, Update;The reason why the email didn’t reach its recipient.
ContactPointEmail;EmailMailBox;string;Create, Filter, Group, Nillable, Sort, Update;A subset of the contact’s email, which is everything before the @ sign.
ContactPointEmail;IsPrimary;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether a contact’s email is their primary email (true) or not (false).
ContactPointEmail;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record.
ContactPointEmail;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, it’s possible that this record was referenced (LastReferencedDate) and not viewed.
ContactPointEmail;Name;string;Filter, Group, idLookup, Nillable, Sort;The email of the contact.
ContactPointEmail;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The ID of the account’s owner associated with this contact.
ContactPointEmail;ParentId;reference;Create, Filter, Group, Nillable, Sort, Update;The ID of the contact’s parent. Only an individual or account can be a contact’s parent.
ContactPointEmail;UsageType;picklist;Create, Filter, Group, Nillable, Sort, Update;Specify the usage type of this email. For instance, whether it’s a work email or a temporary email. Possible values are: Home Temp Work
ContactPointPhone;ActiveFromDate;date;Create, Filter, Group, Nillable, Sort, Update;The date when the contact’s phone number became active.
ContactPointPhone;ActiveToDate;date;Create, Filter, Group, Nillable, Sort, Update;The date when the contact’s phone number is no longer active.
ContactPointPhone;AreaCode;string;Create, Filter, Group, Nillable, Sort, Update;The area code of the phone number’s location for the contact.
ContactPointPhone;BestTimeToContactEndTime;time;Create, Filter, Nillable, Sort, Update;The latest time to contact the individual.
ContactPointPhone;BestTimeToContactStartTime;time;Create, Filter, Nillable, Sort, Update;The earliest time to contact the individual.
ContactPointPhone;BestTimeToContactTimezone;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;The timezone applied to the best time to contact the individual.
ContactPointPhone;ExtensionNumber;string;Create, Filter, Group, Nillable, Sort, Update;The phone number extension for the contact.
ContactPointPhone;FormattedInternationalPhoneNumber;string;Create, Filter, Group, Nillable, Sort, Update;The internationally recognized format for the contact’s phone number.
ContactPointPhone;FormattedNationalPhoneNumber;string;Create, Filter, Group, Nillable, Sort, Update;The nationally recognized format for the contact’s phone number.
ContactPointPhone;IsBusinessPhone;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether a contact’s phone number is a business number (true) or not (false).
ContactPointPhone;IsFaxCapable;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether a contact’s phone number is a fax number (true) or not (false).
ContactPointPhone;IsPersonalPhone;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether a contact’s phone number is a personal number (true) or not (false).
ContactPointPhone;IsPrimary;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether a contact’s phone number is their primary number (true) or not (false).
ContactPointPhone;IsSmsCapable;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether a contact’s phone number can receive text messages (true) or not (false).
ContactPointPhone;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record.
ContactPointPhone;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, it’s possible that this record was referenced (LastReferencedDate) and not viewed.
ContactPointPhone;Name;string;Filter, Group, idLookup, Nillable, Sort;The phone number for the contact.
ContactPointPhone;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The ID of the account’s owner associated with this contact.
ContactPointPhone;ParentId;reference;Create, Filter, Group, Nillable, Sort, Update;The ID of the contact’s parent. Only an individual or account can be a contact’s parent.
ContactPointPhone;PhoneType;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;The type of phone number for the contact. Possible values are: Home Mobile
ContactPointPhone;PreferenceRank;int;Create, Filter, Group, Nillable, Sort, Update;Specify how this phone numbers ranks in terms of preference among the contact’s other phone numbers.
ContactPointPhone;TelephoneNumber;phone;Create, Filter, Group, Sort, Update;Required. The phone number for the contact.
ContactPointPhone;UsageType;picklist;Create, Filter, Group, Nillable, Sort, Update;Specify the usage type of this number. For instance, whether it’s a work phone or a home phone. Possible values are: Home Temp Work
ContactPointTypeConsent;CaptureContactPointType;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Required. Indicates how you captured consent. Possible values are: Email MailingAddress Phone Social Web
ContactPointTypeConsent;CaptureDate;dateTime;Create, Filter, Nillable, Sort, Update;Required. Date when consent was captured.
ContactPointTypeConsent;CaptureSource;string;Create, Filter, Group, Nillable, Sort, Update;Required. Indicates how you captured consent. For example, a website or online form.
ContactPointTypeConsent;ContactPointType;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Required. Represents the contact method you want to apply consent to. Possible values are: Email MailingAddress Phone Social Web
ContactPointTypeConsent;DataUsePurposeId;reference;Create, Filter, Group, Nillable, Sort, Update;Represents the record for data use purpose that you want to associate this consent with.
ContactPointTypeConsent;DoubleConsentCaptureDate;dateTime;Create, Filter, Nillable, Sort, Update;Date when double opt-in was captured.
ContactPointTypeConsent;EffectiveFrom;dateTime;Create, Filter, Nillable, Sort, Update;Date when consents starts.
ContactPointTypeConsent;EffectiveTo;dateTime;Create, Filter, Nillable, Sort, Update;Date when consent ends.
ContactPointTypeConsent;EngagementChannelType;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Required if a ContactPointType isn’t selected. Represents the contact method you want to apply consent to. Possible values are: Billboard Email MailingAddress Phone SMS Social Web
ContactPointTypeConsent;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record.
ContactPointTypeConsent;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, it’s possible that this record was referenced (LastReferencedDate) and not viewed.
ContactPointTypeConsent;Name;string;Create, Filter, Group, idLookup, Sort, Update;Name of the contact point type consent record.
ContactPointTypeConsent;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The ID of the owner of the account associated with this customer.
ContactPointTypeConsent;PartyId;reference;Create, Filter, Group, Sort, Update;Required. Represents the record based on the Individual object you want to associate consent with.
ContactPointTypeConsent;PrivacyConsentStatus;picklist;Create, Defaulted on create, Filter, Group, Restricted picklist, Sort, Update;Required. Identify whether the individual associated with this record agrees to this form of contact. Possible values are: NotSeen Seen OptIn OptOut
ContactOwnerSharingRule;ContactAccessLevel;picklist;Create, Filter, Group, Restricted picklist, Sort, Update;A value that represents the type of access granted to the target Group, UserRole, or User for Contacts. The possible values are: Read Edit
ContactOwnerSharingRule;Description;textarea;Create, Filter, Nillable, Sort, Update;A description of the sharing rule. Maximum size is 1000 characters. This field is available in API version 29.0 and later.
ContactOwnerSharingRule;DeveloperName;string;Create, Defaulted on create, Filter, Group, Sort, Update;The unique name of the object in the API. This name can contain only underscores and alphanumeric characters, and must be unique in your org. It must begin with a letter, not include spaces, not end with an underscore, and not contain two consecutive underscores. In managed packages, this field prevents naming conflicts on package installations. With this field, a developer can change the object’s name in a managed package and the changes are reflected in a subscriber’s organization. Corresponds to Rule Name in the user interface. This field is available in API version 24.0 and later. Note When creating large sets of data, always specify a unique DeveloperName for each record. If no DeveloperName is specified, performance may slow while Salesforce generates one for each record.
ContactOwnerSharingRule;GroupId;reference;Create, Filter, Group, Sort;The ID representing the source group. A Contact owned by a User in the source Group triggers the rule to give access.
ContactOwnerSharingRule;Name;string;Create, Filter, Group, Sort, Update;Label of the sharing rule as it appears in the user interface. Limited to 80 characters. Corresponds to Label on the user interface.
ContactOwnerSharingRule;UserOrGroupId;reference;Create, Filter, Group, Sort;The ID representing the User or Group being granted access.
ContactRequest;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record.
ContactRequest;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, this record might only have been referenced (LastReferencedDate) and not viewed.
ContactRequest;Name;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;The contact request number.
ContactRequest;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;ID of the Salesforce record that owns the request.
ContactRequest;PreferredChannel;picklist;Create, Defaulted on create, Filter, Group, Sort, Update;The channel the customer selected as their preferred method of communication in the contact request flow. For example: Phone
ContactRequest;PreferredPhone;phone;Create, Filter, Group, Nillable, Sort, Update;The phone number the customer provided when requesting help in the contact request flow.
ContactRequest;RequestDescription;textarea;Create, Nillable, Update;The description of the customer’s issue that they provided when requesting help in the contact request flow.
ContactRequest;RequestReason;picklist;Create, Defaulted on create, Filter, Group, Nillable, Sort, Update;The reason the customer provided when requesting help in the contact request flow. These values are customizable in Object Manager. The default values are: Account Billing Case General Order Other Product
ContactRequest;Status;picklist;Create, Defaulted on create, Filter, Group, Sort, Update;The status of the contact request. For example: Abandoned Attempted Contacted New
ContactRequest;WhatId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the Salesforce record the contact request is related to, such as an account, case, opportunity, or work order.
ContactRequest;WhoId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the Salesforce contact record the contact request is related to, such as a contact, lead, or user.
ContactRequestShare;AccessLevel;picklist;Create, Filter, Group, Restricted picklist, Sort, Update;Level of access that the User or Group has to contact requests. The possible values are: Read Edit All (This value is not valid for create() or update() calls.) This value must be set to an access level that is higher than the organization’s default access level for contact requests.
ContactRequestShare;ParentId;reference;Create, Filter, Group, Sort;ID of the parent object, if any.
ContactRequestShare;RowCause;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort;Reason that this sharing entry exists. You can create a value for this field in API versions 32.0 and later with the correct organization-wide sharing settings. Possible values are: Manual—The User or Group has access because a user with “All” access manually shared the ContactRequest with them. Owner—The User is the owner of the ContactRequest. Rule—The User or Group has access via a ContactRequest sharing rule. GuestRule—The User or Group has access via a ContactRequest guest user sharing rule.
ContactRequestShare;UserOrGroupId;reference;Create, Filter, Group, Sort;ID of the User or Group that has been given access to the ContactRequest.
ContactShare; ContactId ;reference;Filter, Group, Sort;ID of the Contact associated with this sharing entry. This field can't be updated.
ContactShare; ContactAccessLevel ;picklist;Filter, Group, Restricted picklist, Sort;Level of access that the User or Group has to cases associated with the account Contact. The possible values are: Read Edit All This value is not valid for create or update. This field must be set to an access level that is higher than the organization’s default access level for contacts.
ContactShare; IsDeleted ;boolean;Defaulted on create, Filter;Indicates whether the object has been moved to the Recycle Bin (true) or not (false). Label is Deleted.
ContactShare; RowCause ;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Reason that this sharing entry exists. You can only write to this field when its value is either omitted or set to Manual (default). There are many possible values, including: Rule—The User or Group has access via a Contact sharing rule. GuestRule—The User or Group has access via a Contact guest user sharing rule. ImplicitChild—The User or Group has access to the Contact via sharing access on the associated Account. ImplicitPerson—The User or Group has access to the business contact of a person account via a Contact sharing rule. GuestPersonImplicit—The guest user has access to the business contact of a person account via a Contact sharing rule. PortalImplicit—The Contact is associated with the portal user. LpuImplicit—The User has access to records owned by high-volume community and portal users via a share group. ARImplicit—The User, who belongs to a partner or customer account, has access to the Contact via an account relationship data sharing rule. Manual—The User or Group has access because a User with “All” access manually shared the Contact with them. Owner—The User is the owner of the Contact.
ContactShare; UserOrGroupId;reference;Filter, Group, Sort;ID of the User or Group that has been given access to the Contact. This field can't be updated.
ContactSuggestionInsight;AccountId;reference;Filter, Group, Sort;The ID of the related account.
ContactSuggestionInsight;Address;address;Filter, Nillable;The address of the suggested contact.
ContactSuggestionInsight;City;string;Filter, Group, Nillable, Sort;The city of the suggested contact.
ContactSuggestionInsight;ContactTitle;string;Filter, Group, Nillable, Sort;The title of the suggested contact.
ContactSuggestionInsight;Country;string;Filter, Group, Nillable, Sort;The country of the suggested contact.
ContactSuggestionInsight;CreatedRecordId;reference;Filter, Group, Nillable, Sort;The ID of the created contact record.
ContactSuggestionInsight;CurrencyIsoCode;picklist;Defaulted on create, Filter, Group, Restricted picklist, Sort;Available only for orgs with the multicurrency feature enabled. Contains the ISO code for any currency allowed by the organization.
ContactSuggestionInsight;Division;picklist;Defaulted on create, Filter, Group, Restricted picklist, Sort;The division of the suggested contact.
ContactSuggestionInsight;Email;email;Filter, Group, Nillable, Sort;The email address of the suggested contact.
ContactSuggestionInsight;FirstName;string;Filter, Group, Nillable, Sort;The first name of the suggested contact.
ContactSuggestionInsight;GeocodeAccuracy;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Accuracy level of the geocode for the address. See Compound Field Considerations and Limitations for details on geolocation compound fields. Note This field is available in the API only.
ContactSuggestionInsight;LastName;string;Filter, Group, Sort;The last name of the suggested contact.
ContactSuggestionInsight;LastOperationUserId;reference;Filter, Group, Nillable, Sort;The ID of the user who last performed a related operation.
ContactSuggestionInsight;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp when the current user last accessed this record, a record related to this record, or a list view.
ContactSuggestionInsight;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp when the current user last viewed this record or list view. If this value is null, the user might have only accessed this record or list view (LastReferencedDate) but not viewed it.
ContactSuggestionInsight;Latitude;double;Filter, Nillable, Sort;Used in conjunction with Longitude to specify the precise geolocation of an address.
ContactSuggestionInsight;Longitude;double;Filter, Nillable, Sort;Used in conjunction with Latitude to specify the precise geolocation of an address.
ContactSuggestionInsight;Phone;phone;Filter, Group, Nillable, Sort;The phone number of the suggested contact.
ContactSuggestionInsight;PostalCode;string;Filter, Group, Nillable, Sort;The postal code of the suggested contact.
ContactSuggestionInsight;RationaleLabel;string;Filter, Group, Nillable, Sort;The reason why this entry is a suggested contact.
ContactSuggestionInsight;State;string;Filter, Group, Nillable, Sort;The state of the suggested contact.
ContactSuggestionInsight;Status;picklist;Filter, Group, Restricted picklist, Sort;The status of the suggested contact. Possible values include: New Pending Added Declined
ContactSuggestionInsight;Street;textarea;Filter, Group, Nillable, Sort;The street of the suggested contact.
ContactTag;ItemId;reference;Create, Filter;ID of the tagged item.
ContactTag;Name;string;Create, Filter;Name of the tag. If this value does not already exist, a new TagDefinition is created and becomes the parent of this Tag object. Otherwise, a TagDefinition with the same name becomes the parent of this Tag object. Parent relationships are created automatically.
ContactTag;TagDefinitionId;reference;Filter;ID of the parent TagDefinition object that owns the tag.
ContactTag;Type;picklist;Create, Filter, Restricted picklist;Defines the visibility of a tag. Valid values: Public—The tag can be viewed and manipulated by all users in an organization. Personal—The tag can be viewed or manipulated only by a user with a matching OwnerId.
ContentAsset;ContentDocumentId;reference;Filter, Group, Nillable, Sort;ID of the document.
ContentAsset;DeveloperName;string;Create, Filter, Group, Sort, Update;The unique name of the asset file in the API. ContentAsset.DeveloperName: must be 40 characters or fewer must begin with a letter can contain only underscores and alphanumeric characters can’t include spaces can’t end with an underscore can’t contain 2 consecutive underscores In managed packages, this field prevents naming conflicts on package installations. With this field, a developer can change the object’s name in a managed package and the changes are reflected in a subscriber’s organization.
ContentAsset;IsVisibleByExternalUsers;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether unauthenticated users can see the asset file.
ContentAsset;Language;picklist;Create, Defaulted on create, Filter, Group, Nillable, Restricted picklist, Sort, Update;The language for this document. This field defaults to the user's language unless the org is multi-language enabled. Specifies the language of the labels returned. The value must be a valid user locale (language and country), such as de_DE or en_GB. For more information on locales, see the Language field on the CategoryNodeLocalization object.
ContentAsset;MasterLabel;string;Create, Filter, Group, Sort, Update;The master label for the asset file. This internal label doesn’t get translated.
ContentAsset;NamespacePrefix;string;Filter, Group, Nillable, Sort;The namespace prefix associated with this object. Each Developer Edition organization that creates a managed package has a unique namespace prefix. Limit: 15 characters. You can refer to a component in a managed package by using the namespacePrefix__componentName notation.
ContentBody;Id;ID;, Filter, Group, idLookup, Sort;ID of the file body.
ContentDistribution;ContentDocumentId;reference;Filter, Group, Nillable, Sort;ID of the shared document.
ContentDistribution;ContentDownloadUrl;string;Sort, Nillable;The link for downloading the file. This field is available in API version 40.0 and later.
ContentDistribution;ContentVersionId;reference;Create, Filter, Group, Sort;ID of the shared document version.
ContentDistribution;DistributionPublicUrl;string;Nillable, Sort;URL of the link to the shared document.
ContentDistribution;ExpiryDate;dateTime;Create, Filter, Nillable, Sort, Update;Date when the shared document becomes inaccessible.
ContentDistribution;FirstViewDate;dateTime;Filter, Nillable, Sort;Date when the shared document is first viewed.
ContentDistribution;LastViewDate;dateTime;Filter, Nillable, Sort;Date when the shared document was last viewed.
ContentDistribution;Name;string;Create, Filter, Group, idLookup, Sort, Update;Name of the content delivery.
ContentDistribution;OwnerId;reference;Create, Filter, Group, Sort, Update;ID of the user who owns the shared document.
ContentDistribution;PdfDownloadUrl;string;Sort, Nillable;The link for downloading the file as a PDF. This field is available in API version 40.0 and later.
ContentDistribution;Password;string;Group, Nillable, Sort;A password that allows access to a shared document.
ContentDistribution;PreferencesAllowOriginalDownload;boolean;Create, Filter, Update;When true, the shared document can be downloaded as the file type that it was uploaded as.When false, download availability depends on whether a preview of the file exists. If a preview exists, the file can’t be downloaded. If a preview doesn’t exist, the file can still be downloaded. If the shared document is a link, it can’t be downloaded.
ContentDistribution;PreferencesAllowPDFDownload;boolean;Create, Filter, Update;When true, the shared document can be downloaded as a PDF if the original file type is PDF or if a PDF preview has been generated.
ContentDistribution;PreferencesAllowViewInBrowser;boolean;Create, Filter, Update;When true, a preview of the shared document can be viewed in a Web browser.
ContentDistribution;PreferencesExpires;boolean;Create, Filter, Update;When true, access to the shared document expires on the date that’s specified by ExpiryDate.
ContentDistribution;PreferencesLinkLatestVersion;boolean;Create, Filter, Update;When true, users see the most recent version of a shared document. When false, users see the version of the document that’s shared, even if it isn’t the most recent version.
ContentDistribution;PreferencesNotifyOnVisit;boolean;Create, Filter, Update;When true, the owner of the shared document is emailed the first time that someone views or downloads the shared document.
ContentDistribution;PreferencesNotifyRndtnComplete;boolean;Create, Filter, Update;When true, the owner of the shared document is emailed when renditions of the shared document that can be previewed in a Web browser are generated.
ContentDistribution;PreferencesPasswordRequired;boolean;Create, Filter, Update;When true, a password, specified by Password, is required to access the shared document.
ContentDistribution;RelatedRecordId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the record, such as an Account, Campaign, or Case, that the shared document is related to.
ContentDistribution;ViewCount;int;Filter, Group, Nillable, Sort;The number of times that the shared document has been viewed.
ContentDistributionView;DistributionId;reference;Filter, Group, Sort;ID of the content delivery that the document is part of.
ContentDistributionView;IsDownload;boolean;Defaulted on create, Filter, Group, Sort;true if the shared document is downloaded
ContentDistributionView;IsInternal;boolean;Defaulted on create, Filter, Group, Sort;true if the shared document is viewed by a user in the same organization
ContentDistributionView;ParentViewId;reference;Filter, Group, Nillable, Sort;ID of this instance of accessing the shared document.
ContentDocument;ArchivedById;reference;Filter, Group, Nillable, Sort;The ID of the user who archived the document.This field is available in API version 24.0 and later.
ContentDocument;ArchivedDate;date;Filter, Group, Nillable, Sort;The date when the document was archived.This field is available in API version 24.0 and later.
ContentDocument;ContentAssetId;reference;Filter, Group, Nillable, Sort, Update;If the ContentDocument is an asset file, this field points to the asset. For most entities, the value of this field is null.This field is available in API version 38.0 and later.
ContentDocument;ContentModifiedDate;dateTime;Filter, Nillable, Sort;Date the document was modified.ContentModifiedDate updates when, for example, the document is renamed or a new document version is uploaded. When you’re uploading the first version of a document, ContentModifiedDate can be set to the current time or anytime in the past. This field is available in API version 32.0 and later.
ContentDocument;ContentSize;int;Filter, Group, Nillable, Sort;The size of the document in bytes. This field is available in API version 31.0 and later.
ContentDocument;Description;textarea;Filter, Nillable, Sort, Update;A description of the document. This field is available in API version 31.0 and later.
ContentDocument;Division;picklist;Defaulted on create, Filter, Group, Restricted picklist, Sort;A logical segment of your organization's data. For example, if your company is organized into different business units, you could create a division for each business unit, such as “North America,” “Healthcare,” or “Consulting.” Available only if the organization has the Division permission enabled.
ContentDocument;FileExtension;string;Filter, Group, Nillable, Sort;File extension of the document. This field is available in API version 31.0 and later.
ContentDocument;FileType;string;Filter, Group, Nillable, Sort;Type of document, determined by the file extension. This field is available in API version 31.0 and later.
ContentDocument;IsArchived;boolean;Defaulted on create, Filter, Group, Sort, Update;Indicates whether the document has been archived (true) or not (false).
ContentDocument;LastReferencedDate;datetime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record.
ContentDocument;LastViewedDate;datetime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, this record might only have been referenced (LastReferencedDate) and not viewed.
ContentDocument;LatestPublishedVersionId;reference;Filter, Group, Nillable, Sort;ID of the latest document version (ContentVersion).
ContentDocument;OwnerId;reference;Filter, Group, Sort, Update;ID of the owner of this document.
ContentDocument;ParentId;reference;Filter, Group, Nillable, Sort, Update;ID of the library that owns the document. Created automatically when inserting a ContentVersion via the API for the first time.This field is available in API version 24.0 and later when Salesforce CRM Content is enabled.
ContentDocument;PublishStatus;picklist;Defaulted on create, Filter, Group, Restricted picklist, Sort;Indicates if and how the document is published. Valid values are: P—The document is published to a public library and is visible to other users. Label is Public. R—The document is published to a personal library and is not visible to other users. Label is Personal Library. U—The document is not published because publishing was interrupted. Label is Upload Interrupted.
ContentDocument;SharingOption;picklist;Defaulted on create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Controls whether sharing is frozen for a file. Only administrators and file owners with Collaborator access to the file can modify this field. Default is Allowed, which means that new shares are allowed. When set to Restricted, new shares are prevented without affecting existing shares.This field is available in API versions 35.0 and later.
ContentDocument;SharingPrivacy;picklist;Defaulted on create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Controls sharing privacy for a file. Only administrators and file owners with Collaborator access to the file can modify this field. Default is Visible to Anyone With Record Access. When set to Private on Records, the file is private on records but can be shared selectively with others.This field is available in API versions 41.0 and later.
ContentDocument;Title;string;Filter, Group, idLookup, Sort, Update;The title of a document.
ContentDocumentHistory;ContentDocumentId;reference;Filter, Group, Sort;ID of the document.
ContentDocumentHistory;DataType;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Data type of the field that was changed.
ContentDocumentHistory;Division;picklist;Defaulted on create, Filter, Group, Restricted picklist, Sort;A logical segment of your organization's data. For example, if your company is organized into different business units, you could create a division for each business unit, such as “North America,” “Healthcare,” or “Consulting.” Available only if the organization has the Division permission enabled.
